"","lon","lat"
"655",-76.213652,43.129541
"656",-76.213652,43.129541
"657",-76.213652,43.129541
"658",-76.213652,43.129541
"659",-76.1711142,43.0257057
"660",-76.1660874,43.0303993
"661",-76.2448307,43.1001937
"662",-76.1245289,43.0599483
"663",-76.2698469,43.0412211
"664",-76.2698469,43.0412211
"665",-76.070734,43.0476697
"666",-76.0065753,43.0296219
"667",-76.2223388,43.1340345
"668",-76.1457564,43.1020325
"669",-76.1968312,43.0310572
"670",-76.2005361,43.0471972
"671",-76.1711738,43.0717962
"672",-76.163815,43.054155
"673",-76.1306731,42.9949537
"674",-76.1311029,42.9978871
"675",-76.1603884,43.0534138
"676",-76.1469414,43.059878
"677",-76.2241729,43.0797509
"678",-76.165662,43.037907
"679",-76.129661,43.046717
"680",-76.1442071,43.0448603
"681",-76.124536,43.034064
"682",-76.124536,43.034064
"683",-76.124585,43.0387477
"684",NA,NA
"685",-76.1939379,43.0477108
"686",-76.1711738,43.0717962
"687",-76.1448305,43.0403601
"688",-76.170126,43.025264
"689",-76.145988,43.069521
"690",-76.196129,43.058918
"691",-76.175437,43.079969
"692",-76.1455487,43.0522889
"693",-76.1563174,43.009096
"694",-76.1606684,43.0192434
"695",-76.2698469,43.0412211
"696",-76.111402,43.181494
"697",-76.1717149,43.1858275
"698",-76.070734,43.0476697
"699",-76.0870318,43.0523812
"700",-76.0721935,43.0222656
"701",-76.0183642,43.0358834
"702",-76.2226373,43.1857992
"703",-76.1489648,43.0693676
"704",-76.146229,43.0350706
"705",-76.1711738,43.0717962
"706",-76.1711738,43.0717962
"707",-76.143005,43.008642
"708",-76.237342,43.047669
"709",-76.143005,43.008642
"710",-76.2005361,43.0471972
"711",-76.1119499,43.038018
"712",-76.163602,43.058073
"713",-76.1292275,43.1365049
"714",-76.185068,43.044281
"715",-76.117045,43.051829
"716",-76.147142,43.098012
"717",-76.145409,43.026948
"718",-76.302137,43.1281514
"719",-76.302137,43.1281514
"720",-76.3031769,43.1288985
"721",-76.3024159,43.1332799
"722",-76.1627703,43.0207147
"723",-76.1550687,43.062967
"724",-76.16051,43.050605
"725",-76.135497,43.054941
"726",-76.337598,43.14406
"727",-76.08448,43.195482
"728",-76.070734,43.0476697
"729",-76.150481,43.049747
"730",-76.1364281,43.1045068
"731",-76.139482,43.1254599
"732",-76.1227973,43.0666766
